,Unnamed: 0,Instance #,Cluster #,mo-time,CPUs
0,0.0,571.0,5.0,56.74632302125295,64
1,1.0,553.0,5.0,56.628414050738016,64
2,2.0,2505.0,7.0,94.7642655134201,64
3,3.0,2825.0,8.0,100.27021871407827,64
4,4.0,2476.0,8.0,94.36927693684896,64
5,5.0,2825.0,8.0,102.2491352558136,64
6,6.0,1211.0,6.0,68.61292831897735,64
7,7.0,1327.0,6.0,71.16673034032186,64
8,8.0,1184.0,6.0,68.42377938429514,64
9,9.0,1207.0,6.0,68.40969632466634,64
10,10.0,5355.0,9.0,165.33959132830302,64
11,11.0,6050.0,10.0,191.9122853676478,64
12,12.0,5344.0,9.0,165.4981791973114,64
13,13.0,5385.0,9.0,168.0322702884674,64
14,14.0,2585.0,7.0,97.0801577091217,64
15,15.0,3059.0,8.0,109.98268817265829,64
16,16.0,2630.0,8.0,98.86465365886689,64
17,17.0,2836.0,8.0,101.8795105377833,64
18,18.0,5354.0,9.0,162.34027984142304,64
19,19.0,6097.0,10.0,189.55023302237194,64
20,20.0,5339.0,10.0,167.86238228480022,64
21,21.0,5416.0,9.0,168.27476278940836,64
22,22.0,2589.0,7.0,96.78086749712627,64
23,23.0,3046.0,8.0,110.03349489370981,64
24,24.0,2628.0,7.0,97.76166622638702,64
25,25.0,2805.0,8.0,102.5796749830246,64
26,26.0,197.0,3.0,50.014014673233035,64
27,27.0,195.0,4.0,52.38263418674469,64
28,28.0,197.0,3.0,52.22454833984375,64
29,29.0,231.0,4.0,52.140814598401384,64
30,30.0,224.0,4.0,52.38955421447754,64
31,31.0,231.0,4.0,52.2805365006129,64
32,32.0,70.0,3.0,51.44271463553111,64
33,33.0,72.0,3.0,50.84614566961924,64
34,34.0,71.0,3.0,52.220839500427246,64
35,35.0,59.0,3.0,50.95092364947001,64
36,36.0,60.0,3.0,52.13513874212901,64
37,37.0,60.0,3.0,48.64815285205841,64
38,38.0,568.0,5.0,56.24785131613414,64
39,39.0,570.0,5.0,56.15923577149709,64
40,40.0,563.0,5.0,56.545203471183775,64
41,41.0,547.0,4.0,56.270970503489174,64
42,42.0,551.0,5.0,56.084220218658444,64
43,43.0,548.0,5.0,56.62062834898631,64
44,44.0,570.0,4.0,56.20918935934703,64
45,45.0,569.0,5.0,56.691231870651244,64
46,46.0,550.0,5.0,56.499228771527605,64
47,47.0,549.0,5.0,56.38001449108124,64
