,Unnamed: 0,Instance #,Cluster #,mo-time,CPUs
0,0.0,571.0,4.0,58.32774075439998,16
1,1.0,553.0,5.0,59.039340598242624,16
2,2.0,2505.0,7.0,119.90407141617366,16
3,3.0,2825.0,8.0,132.47124475240707,16
4,4.0,2476.0,8.0,121.63602784701756,16
5,5.0,2825.0,8.0,133.48400795459747,16
6,6.0,1211.0,6.0,78.36321825640542,16
7,7.0,1327.0,6.0,81.32499289512634,16
8,8.0,1184.0,6.0,77.19348331860134,16
9,9.0,1207.0,6.0,77.95602988345283,16
10,10.0,5355.0,9.0,238.0484265599932,16
11,11.0,6050.0,10.0,289.8798466495105,16
12,12.0,5344.0,9.0,246.210575061185,16
13,13.0,5385.0,9.0,248.35205409356527,16
14,14.0,2585.0,7.0,125.2748865059444,16
15,15.0,3059.0,8.0,146.42219163690294,16
16,16.0,2630.0,8.0,129.09845484154565,16
17,17.0,2836.0,8.0,135.0889233606202,16
18,18.0,5354.0,9.0,237.08789443118232,16
19,19.0,6097.0,10.0,284.88073109728947,16
20,20.0,5339.0,9.0,245.27512692553657,16
21,21.0,5416.0,9.0,247.01481917926245,16
22,22.0,2589.0,7.0,125.33622516053063,16
23,23.0,3046.0,8.0,147.02027069670814,16
24,24.0,2628.0,7.0,124.93139633962086,16
25,25.0,2805.0,8.0,132.5640598790986,16
26,26.0,197.0,3.0,50.005772607667105,16
27,27.0,195.0,3.0,52.214721526418415,16
28,28.0,197.0,3.0,51.45034271478653,16
29,29.0,231.0,4.0,52.34734547989709,16
30,30.0,224.0,4.0,52.3274559208325,16
31,31.0,231.0,4.0,52.60075137444905,16
32,32.0,70.0,3.0,49.9023482969829,16
33,33.0,72.0,3.0,49.394147660051075,16
34,34.0,71.0,3.0,49.842184943812235,16
35,35.0,59.0,3.0,49.297135872500284,16
36,36.0,60.0,3.0,51.20470006976809,16
37,37.0,60.0,3.0,47.34069603681564,16
38,38.0,568.0,5.0,59.56691033499582,16
39,39.0,570.0,5.0,58.98033164228712,16
40,40.0,563.0,5.0,58.999418548175264,16
41,41.0,547.0,4.0,58.546113678387236,16
42,42.0,551.0,5.0,59.6496730702264,16
43,43.0,548.0,5.0,59.13144891602652,16
44,44.0,570.0,4.0,58.954837007181986,16
45,45.0,569.0,5.0,59.84508102280753,16
46,46.0,550.0,5.0,59.04813413109098,16
47,47.0,549.0,5.0,58.8424483197076,16
