,Unnamed: 0,Instance #,Cluster #,mo-time,CPUs
0,0.0,571.0,4.0,57.26027476787567,128
1,1.0,553.0,5.0,56.88759639263153,128
2,2.0,2505.0,7.0,94.53694190979004,128
3,3.0,2825.0,8.0,101.92269710699718,128
4,4.0,2476.0,8.0,95.05708023707072,128
5,5.0,2825.0,8.0,102.41279957294464,128
6,6.0,1211.0,6.0,68.73965198198954,128
7,7.0,1327.0,6.0,70.36415543556214,128
8,8.0,1184.0,6.0,68.4430491288503,128
9,9.0,1207.0,6.0,68.70052843093872,128
10,10.0,5355.0,9.0,166.5508488893509,128
11,11.0,6050.0,10.0,195.4959967136383,128
12,12.0,5344.0,9.0,167.63026959896087,128
13,13.0,5385.0,9.0,168.43619326750436,128
14,14.0,2585.0,7.0,96.97782384554544,128
15,15.0,3059.0,8.0,109.51831969420115,128
16,16.0,2630.0,8.0,98.9417009751002,128
17,17.0,2836.0,8.0,102.56480124791463,128
18,18.0,5354.0,9.0,160.34902936617533,128
19,19.0,6097.0,10.0,188.6289927005768,128
20,20.0,5339.0,10.0,169.23376943270367,128
21,21.0,5416.0,9.0,168.4746050596237,128
22,22.0,2589.0,7.0,97.09930861790976,128
23,23.0,3046.0,8.0,109.59494384924571,128
24,24.0,2628.0,7.0,97.527414782842,128
25,25.0,2805.0,8.0,102.85355894565582,128
26,26.0,197.0,3.0,51.04492248694102,128
27,27.0,195.0,4.0,52.921390708287554,128
28,28.0,197.0,3.0,52.29082993666331,128
29,29.0,231.0,4.0,52.656169191996256,128
30,30.0,224.0,4.0,52.73028768698374,128
31,31.0,231.0,4.0,52.904300745328264,128
32,32.0,70.0,3.0,53.06164821783702,128
33,33.0,72.0,3.0,52.341759117444354,128
34,34.0,71.0,3.0,52.727254454294844,128
35,35.0,59.0,3.0,52.825588981310524,128
36,36.0,60.0,3.0,54.00723964373271,128
37,37.0,60.0,3.0,50.238904468218486,128
38,38.0,568.0,5.0,56.52887715498606,128
39,39.0,570.0,5.0,56.83169700304667,128
40,40.0,563.0,5.0,56.97317433357239,128
41,41.0,547.0,5.0,56.7011731783549,128
42,42.0,551.0,5.0,56.764096355438234,128
43,43.0,548.0,5.0,56.751004997889204,128
44,44.0,570.0,4.0,57.03170059521993,128
45,45.0,569.0,5.0,56.84167289733887,128
46,46.0,550.0,5.0,56.824033975601196,128
47,47.0,549.0,5.0,56.979063193003334,128
