,Unnamed: 0,Instance #,Cluster #,mo-time,CPUs
0,0.0,571.0,5.0,53.93451305915569,32
1,1.0,553.0,5.0,53.8828767496964,32
2,2.0,2505.0,7.0,88.94057265643416,32
3,3.0,2825.0,8.0,96.41562852366218,32
4,4.0,2476.0,8.0,90.18786808540081,32
5,5.0,2825.0,8.0,95.9010300800718,32
6,6.0,1211.0,6.0,65.67251489902365,32
7,7.0,1327.0,6.0,67.20267876263323,32
8,8.0,1184.0,6.0,64.64850276914136,32
9,9.0,1207.0,6.0,64.74703241216726,32
10,10.0,5355.0,9.0,155.75039100646973,32
11,11.0,6050.0,10.0,182.01379702009004,32
12,12.0,5344.0,10.0,158.21696501764757,32
13,13.0,5385.0,9.0,158.40665166953514,32
14,14.0,2585.0,7.0,91.86764407157898,32
15,15.0,3059.0,8.0,102.20742437757295,32
16,16.0,2630.0,8.0,93.35608031009805,32
17,17.0,2836.0,8.0,96.45927185847842,32
18,18.0,5354.0,9.0,152.18027966597984,32
19,19.0,6097.0,10.0,175.13351241473495,32
20,20.0,5339.0,9.0,156.61002683639526,32
21,21.0,5416.0,9.0,158.61588083464522,32
22,22.0,2589.0,8.0,91.27363985160301,32
23,23.0,3046.0,8.0,103.33280759844287,32
24,24.0,2628.0,7.0,91.99776933933127,32
25,25.0,2805.0,8.0,97.01382466020256,32
26,26.0,197.0,3.0,47.57496557564571,32
27,27.0,195.0,4.0,49.4725395482162,32
28,28.0,197.0,3.0,48.95503533297572,32
29,29.0,231.0,4.0,49.74069071638173,32
30,30.0,224.0,4.0,49.6387316769567,32
31,31.0,231.0,4.0,49.88582534625613,32
32,32.0,70.0,3.0,48.719175552499706,32
33,33.0,72.0,3.0,48.09501712897728,32
34,34.0,71.0,3.0,49.10960347899075,32
35,35.0,59.0,3.0,48.420397668049254,32
36,36.0,60.0,3.0,49.19103653677578,32
37,37.0,60.0,3.0,45.99585719766288,32
38,38.0,568.0,5.0,53.52144188716494,32
39,39.0,570.0,5.0,53.608894882531004,32
40,40.0,563.0,5.0,53.71520812758084,32
41,41.0,547.0,4.0,52.73638261597732,32
42,42.0,551.0,5.0,53.5836856940697,32
43,43.0,548.0,5.0,53.44287529484979,32
44,44.0,570.0,4.0,53.4948809393521,32
45,45.0,569.0,5.0,53.68766134360741,32
46,46.0,550.0,5.0,53.3280379689973,32
47,47.0,549.0,5.0,53.82250059062037,32
