,Unnamed: 0,Instance #,Cluster #,mo-time
0,0.0,571.0,4.0344827586206895,53.93451305915569
1,1.0,553.0,5.0,53.8828767496964
2,2.0,2505.0,6.896551724137931,88.94057265643416
3,3.0,2825.0,7.206896551724138,96.41562852366218
4,4.0,2476.0,7.137931034482759,90.18786808540081
5,5.0,2825.0,7.137931034482759,95.9010300800718
6,6.0,1211.0,5.793103448275862,65.67251489902365
7,7.0,1327.0,5.758620689655173,67.20267876263323
8,8.0,1184.0,5.586206896551724,64.64850276914136
9,9.0,1207.0,5.551724137931035,64.74703241216726
10,10.0,5355.0,8.827586206896552,155.75039100646973
11,11.0,6050.0,9.862068965517242,182.01379702009004
12,12.0,5344.0,9.03448275862069,158.21696501764757
13,13.0,5385.0,8.931034482758621,158.40665166953514
14,14.0,2585.0,6.9655172413793105,91.86764407157898
15,15.0,3059.0,7.758620689655173,102.20742437757295
16,16.0,2630.0,7.344827586206897,93.35608031009805
17,17.0,2836.0,7.137931034482759,96.45927185847842
18,18.0,5354.0,8.448275862068966,152.18027966597984
19,19.0,6097.0,9.172413793103448,175.13351241473495
20,20.0,5339.0,8.89655172413793,156.61002683639526
21,21.0,5416.0,8.89655172413793,158.61588083464522
22,22.0,2589.0,7.0344827586206895,91.27363985160301
23,23.0,3046.0,7.862068965517241,103.33280759844287
24,24.0,2628.0,6.931034482758621,91.99776933933127
25,25.0,2805.0,7.344827586206897,97.01382466020256
26,26.0,197.0,3.0,47.57496557564571
27,27.0,195.0,3.103448275862069,49.4725395482162
28,28.0,197.0,3.0,48.95503533297572
29,29.0,231.0,3.586206896551724,49.74069071638173
30,30.0,224.0,3.586206896551724,49.6387316769567
31,31.0,231.0,3.586206896551724,49.88582534625613
32,32.0,70.0,3.0,48.719175552499706
33,33.0,72.0,3.0,48.09501712897728
34,34.0,71.0,3.0,49.10960347899075
35,35.0,59.0,3.0,48.420397668049254
36,36.0,60.0,3.0,49.19103653677578
37,37.0,60.0,3.0,45.99585719766288
38,38.0,568.0,4.586206896551724,53.52144188716494
39,39.0,570.0,4.586206896551724,53.608894882531004
40,40.0,563.0,4.586206896551724,53.71520812758084
41,41.0,547.0,4.0,52.73638261597732
42,42.0,551.0,4.379310344827586,53.5836856940697
43,43.0,548.0,4.206896551724138,53.44287529484979
44,44.0,570.0,4.0,53.4948809393521
45,45.0,569.0,4.551724137931035,53.68766134360741
46,46.0,550.0,4.103448275862069,53.3280379689973
47,47.0,549.0,4.758620689655173,53.82250059062037
