,Unnamed: 0,Instance #,Cluster #,mo-time
0,0.0,571.0,4.0,57.26027476787567
1,1.0,553.0,5.0,56.88759639263153
2,2.0,2505.0,6.866666666666666,94.53694190979004
3,3.0,2825.0,7.166666666666667,101.92269710699718
4,4.0,2476.0,7.1,95.05708023707072
5,5.0,2825.0,7.166666666666667,102.41279957294464
6,6.0,1211.0,5.566666666666666,68.73965198198954
7,7.0,1327.0,5.7,70.36415543556214
8,8.0,1184.0,5.533333333333333,68.4430491288503
9,9.0,1207.0,5.6,68.70052843093872
10,10.0,5355.0,8.766666666666667,166.5508488893509
11,11.0,6050.0,9.866666666666667,195.4959967136383
12,12.0,5344.0,8.9,167.63026959896087
13,13.0,5385.0,8.9,168.43619326750436
14,14.0,2585.0,7.0,96.97782384554544
15,15.0,3059.0,7.933333333333334,109.51831969420115
16,16.0,2630.0,7.3,98.9417009751002
17,17.0,2836.0,7.166666666666667,102.56480124791463
18,18.0,5354.0,8.266666666666667,160.34902936617533
19,19.0,6097.0,9.2,188.6289927005768
20,20.0,5339.0,9.066666666666666,169.23376943270367
21,21.0,5416.0,8.8,168.4746050596237
22,22.0,2589.0,7.0,97.09930861790976
23,23.0,3046.0,7.966666666666667,109.59494384924571
24,24.0,2628.0,6.9,97.527414782842
25,25.0,2805.0,7.366666666666666,102.85355894565582
26,26.0,197.0,3.0,51.04492248694102
27,27.0,195.0,3.066666666666667,52.921390708287554
28,28.0,197.0,3.0,52.29082993666331
29,29.0,231.0,3.533333333333333,52.656169191996256
30,30.0,224.0,3.533333333333333,52.73028768698374
31,31.0,231.0,3.533333333333333,52.904300745328264
32,32.0,70.0,3.0,53.06164821783702
33,33.0,72.0,3.0,52.341759117444354
34,34.0,71.0,3.0,52.727254454294844
35,35.0,59.0,3.0,52.825588981310524
36,36.0,60.0,3.0,54.00723964373271
37,37.0,60.0,3.0,50.238904468218486
38,38.0,568.0,4.533333333333333,56.52887715498606
39,39.0,570.0,4.533333333333333,56.83169700304667
40,40.0,563.0,4.6,56.97317433357239
41,41.0,547.0,4.033333333333333,56.7011731783549
42,42.0,551.0,4.333333333333333,56.764096355438234
43,43.0,548.0,4.266666666666667,56.751004997889204
44,44.0,570.0,4.0,57.03170059521993
45,45.0,569.0,4.533333333333333,56.84167289733887
46,46.0,550.0,4.166666666666667,56.824033975601196
47,47.0,549.0,4.633333333333334,56.979063193003334
