,Benchmark,Instance #,Cluster #,so-time
4,10X_LLU_A_umitools_umap.csv,2476,7,906.0766439437866
4,10X_LLU_A_umitools_umap.csv,2476,7,1073.3849947452543
4,10X_LLU_A_umitools_umap.csv,2476,8,930.3126745224
4,10X_LLU_A_umitools_umap.csv,2476,7,904.5825250148772
4,10X_LLU_A_umitools_umap.csv,2476,7,905.0882613658904
4,10X_LLU_A_umitools_umap.csv,2476,7,842.2071194648743
4,10X_LLU_A_umitools_umap.csv,2476,8,1001.5707001686096
4,10X_LLU_A_umitools_umap.csv,2476,7,904.702175617218
4,10X_LLU_A_umitools_umap.csv,2476,7,1032.6764912605286
4,10X_LLU_A_umitools_umap.csv,2476,8,933.6196112632751
4,10X_LLU_A_umitools_umap.csv,2476,7,900.7073490619659
4,10X_LLU_A_umitools_umap.csv,2476,8,957.0597507953644
4,10X_LLU_A_umitools_umap.csv,2476,7,847.7371988296509
4,10X_LLU_A_umitools_umap.csv,2476,7,910.1622886657716
4,10X_LLU_A_umitools_umap.csv,2476,7,907.1277763843536
4,10X_LLU_A_umitools_umap.csv,2476,7,906.3712909221648
