,Benchmark,Instance #,Cluster #,so-time
4,10X_LLU_A_umitools_umap.csv,2476,7,906.991490840912
4,10X_LLU_A_umitools_umap.csv,2476,7,896.0342104434967
4,10X_LLU_A_umitools_umap.csv,2476,7,853.0410792827606
4,10X_LLU_A_umitools_umap.csv,2476,7,909.4862134456636
2,10X_LLU_A_cellranger2.0_umap.csv,2505,7,873.4422924518585
2,10X_LLU_A_cellranger2.0_umap.csv,2505,7,908.8121922016144
2,10X_LLU_A_cellranger2.0_umap.csv,2505,7,910.8619463443756
2,10X_LLU_A_cellranger2.0_umap.csv,2505,7,907.8834969997406
2,10X_LLU_A_cellranger2.0_umap.csv,2505,7,853.0578989982605
2,10X_LLU_A_cellranger2.0_umap.csv,2505,7,915.7647733688354
2,10X_LLU_A_cellranger2.0_umap.csv,2505,7,1082.3840017318726
2,10X_LLU_A_cellranger2.0_umap.csv,2505,6,831.3951501846313
2,10X_LLU_A_cellranger2.0_umap.csv,2505,7,849.8905494213104
2,10X_LLU_A_cellranger2.0_umap.csv,2505,7,815.2877764701843
2,10X_LLU_A_cellranger2.0_umap.csv,2505,7,851.5101897716522
2,10X_LLU_A_cellranger2.0_umap.csv,2505,7,910.1485862731934
2,10X_LLU_A_cellranger2.0_umap.csv,2505,7,1223.0131242275238
2,10X_LLU_A_cellranger2.0_umap.csv,2505,7,917.7195284366608
2,10X_LLU_A_cellranger2.0_umap.csv,2505,7,914.8169276714324
2,10X_LLU_A_cellranger2.0_umap.csv,2505,7,861.4297137260437
2,10X_LLU_A_cellranger2.0_umap.csv,2505,6,771.9823315143585
2,10X_LLU_A_cellranger2.0_umap.csv,2505,7,916.5140535831453
2,10X_LLU_A_cellranger2.0_umap.csv,2505,7,912.1490635871888
2,10X_LLU_A_cellranger2.0_umap.csv,2505,7,922.61749958992
2,10X_LLU_A_cellranger2.0_umap.csv,2505,6,808.7929458618164
2,10X_LLU_A_cellranger2.0_umap.csv,2505,7,916.7954833507538
2,10X_LLU_A_cellranger2.0_umap.csv,2505,7,912.6034479141236
2,10X_LLU_A_cellranger2.0_umap.csv,2505,7,926.026782989502
2,10X_LLU_A_cellranger2.0_umap.csv,2505,6,820.779810667038
2,10X_LLU_A_cellranger2.0_umap.csv,2505,6,824.1796135902405
2,10X_LLU_A_cellranger2.0_umap.csv,2505,7,862.3495144844055
2,10X_LLU_A_cellranger2.0_umap.csv,2505,7,925.119148015976
2,10X_LLU_A_cellranger2.0_umap.csv,2505,7,1051.6343982219696
2,10X_LLU_A_cellranger2.0_umap.csv,2505,7,852.3400344848633
14,10X_NCI_B_cellranger2.0_umap.csv,2585,7,1463.3511712551117
14,10X_NCI_B_cellranger2.0_umap.csv,2585,7,875.5073285102844
14,10X_NCI_B_cellranger2.0_umap.csv,2585,7,1075.5380170345306
14,10X_NCI_B_cellranger2.0_umap.csv,2585,7,1330.845651626587
14,10X_NCI_B_cellranger2.0_umap.csv,2585,7,938.3117296695708
14,10X_NCI_B_cellranger2.0_umap.csv,2585,7,1281.814091682434
14,10X_NCI_B_cellranger2.0_umap.csv,2585,7,882.0077588558197
14,10X_NCI_B_cellranger2.0_umap.csv,2585,7,924.0222406387328
14,10X_NCI_B_cellranger2.0_umap.csv,2585,7,1124.5958211421969
14,10X_NCI_B_cellranger2.0_umap.csv,2585,7,941.898683309555
14,10X_NCI_B_cellranger2.0_umap.csv,2585,7,1362.2022840976715
14,10X_NCI_B_cellranger2.0_umap.csv,2585,7,942.717572927475
14,10X_NCI_B_cellranger2.0_umap.csv,2585,7,884.4221506118774
14,10X_NCI_B_cellranger2.0_umap.csv,2585,7,1456.5034399032593
14,10X_NCI_B_cellranger2.0_umap.csv,2585,7,1373.717029094696
14,10X_NCI_B_cellranger2.0_umap.csv,2585,7,1060.0334010124209
14,10X_NCI_B_cellranger2.0_umap.csv,2585,7,879.5134937763214
14,10X_NCI_B_cellranger2.0_umap.csv,2585,7,947.0702095031738
14,10X_NCI_B_cellranger2.0_umap.csv,2585,7,945.7389419078828
14,10X_NCI_B_cellranger2.0_umap.csv,2585,7,1281.862104177475
14,10X_NCI_B_cellranger2.0_umap.csv,2585,7,945.8442237377168
14,10X_NCI_B_cellranger2.0_umap.csv,2585,7,937.6516194343568
14,10X_NCI_B_cellranger2.0_umap.csv,2585,7,1371.079355716705
14,10X_NCI_B_cellranger2.0_umap.csv,2585,7,894.0238990783691
14,10X_NCI_B_cellranger2.0_umap.csv,2585,7,1114.8597214221954
14,10X_NCI_B_cellranger2.0_umap.csv,2585,7,877.8781433105469
14,10X_NCI_B_cellranger2.0_umap.csv,2585,7,941.293028831482
14,10X_NCI_B_cellranger2.0_umap.csv,2585,7,1965.7144613265991
14,10X_NCI_B_cellranger2.0_umap.csv,2585,7,945.794365644455
14,10X_NCI_B_cellranger2.0_umap.csv,2585,7,1961.131736278534
22,10X_NCI_M_B_cellranger2.0_umap.csv,2589,7,1452.5023279190063
22,10X_NCI_M_B_cellranger2.0_umap.csv,2589,7,1163.7159886360168
22,10X_NCI_M_B_cellranger2.0_umap.csv,2589,7,1395.5688707828522
22,10X_NCI_M_B_cellranger2.0_umap.csv,2589,7,944.5505957603456
22,10X_NCI_M_B_cellranger2.0_umap.csv,2589,7,1468.1288633346558
22,10X_NCI_M_B_cellranger2.0_umap.csv,2589,7,1119.0598695278168
22,10X_NCI_M_B_cellranger2.0_umap.csv,2589,7,1380.0653653144836
22,10X_NCI_M_B_cellranger2.0_umap.csv,2589,7,927.0271418094636
22,10X_NCI_M_B_cellranger2.0_umap.csv,2589,7,1323.358516216278
22,10X_NCI_M_B_cellranger2.0_umap.csv,2589,7,1069.45716714859
22,10X_NCI_M_B_cellranger2.0_umap.csv,2589,7,1276.2181706428528
22,10X_NCI_M_B_cellranger2.0_umap.csv,2589,7,1052.5403559207916
22,10X_NCI_M_B_cellranger2.0_umap.csv,2589,7,1319.9975848197937
22,10X_NCI_M_B_cellranger2.0_umap.csv,2589,7,877.471209526062
22,10X_NCI_M_B_cellranger2.0_umap.csv,2589,7,1319.7936522960665
22,10X_NCI_M_B_cellranger2.0_umap.csv,2589,7,1338.157888174057
22,10X_NCI_M_B_cellranger2.0_umap.csv,2589,7,1860.4769170284271
22,10X_NCI_M_B_cellranger2.0_umap.csv,2589,7,1340.9655265808103
22,10X_NCI_M_B_cellranger2.0_umap.csv,2589,7,1312.7602186203003
22,10X_NCI_M_B_cellranger2.0_umap.csv,2589,7,1363.8415772914886
22,10X_NCI_M_B_cellranger2.0_umap.csv,2589,7,1289.8873965740204
22,10X_NCI_M_B_cellranger2.0_umap.csv,2589,7,1207.7815418243408
22,10X_NCI_M_B_cellranger2.0_umap.csv,2589,7,1908.6278841495516
22,10X_NCI_M_B_cellranger2.0_umap.csv,2589,7,882.436448097229
22,10X_NCI_M_B_cellranger2.0_umap.csv,2589,7,1131.0834803581238
22,10X_NCI_M_B_cellranger2.0_umap.csv,2589,7,1384.2527160644531
22,10X_NCI_M_B_cellranger2.0_umap.csv,2589,7,1356.1329152584076
22,10X_NCI_M_B_cellranger2.0_umap.csv,2589,7,894.2090373039246
22,10X_NCI_M_B_cellranger2.0_umap.csv,2589,7,887.5771124362946
22,10X_NCI_M_B_cellranger2.0_umap.csv,2589,7,1369.5841851234436
24,10X_NCI_M_B_umitools_umap.csv,2628,7,1357.169661283493
24,10X_NCI_M_B_umitools_umap.csv,2628,7,1349.9742674827576
24,10X_NCI_M_B_umitools_umap.csv,2628,7,1176.8305654525757
24,10X_NCI_M_B_umitools_umap.csv,2628,7,1368.46906042099
24,10X_NCI_M_B_umitools_umap.csv,2628,7,1481.5438277721405
24,10X_NCI_M_B_umitools_umap.csv,2628,7,1347.9165298938751
24,10X_NCI_M_B_umitools_umap.csv,2628,7,1354.96755027771
24,10X_NCI_M_B_umitools_umap.csv,2628,7,1369.3422827720642
24,10X_NCI_M_B_umitools_umap.csv,2628,7,897.992639541626
24,10X_NCI_M_B_umitools_umap.csv,2628,7,1385.4448742866516
24,10X_NCI_M_B_umitools_umap.csv,2628,7,1082.0403199195862
24,10X_NCI_M_B_umitools_umap.csv,2628,7,1486.3814272880554
24,10X_NCI_M_B_umitools_umap.csv,2628,7,959.3202850818634
24,10X_NCI_M_B_umitools_umap.csv,2628,7,1148.802907705307
24,10X_NCI_M_B_umitools_umap.csv,2628,7,1139.2872829437256
24,10X_NCI_M_B_umitools_umap.csv,2628,7,1369.4310808181765
24,10X_NCI_M_B_umitools_umap.csv,2628,7,1337.1493537425995
24,10X_NCI_M_B_umitools_umap.csv,2628,7,1315.7875480651855
24,10X_NCI_M_B_umitools_umap.csv,2628,7,1323.232334136963
24,10X_NCI_M_B_umitools_umap.csv,2628,7,965.3173530101776
24,10X_NCI_M_B_umitools_umap.csv,2628,7,1426.0449080467224
24,10X_NCI_M_B_umitools_umap.csv,2628,7,916.9551479816436
24,10X_NCI_M_B_umitools_umap.csv,2628,7,1223.7647099494934
24,10X_NCI_M_B_umitools_umap.csv,2628,7,1370.4361534118652
24,10X_NCI_M_B_umitools_umap.csv,2628,7,895.2671134471893
24,10X_NCI_M_B_umitools_umap.csv,2628,7,896.1053545475006
24,10X_NCI_M_B_umitools_umap.csv,2628,7,1218.4931983947754
24,10X_NCI_M_B_umitools_umap.csv,2628,7,945.5779836177826
24,10X_NCI_M_B_umitools_umap.csv,2628,7,1375.643769979477
24,10X_NCI_M_B_umitools_umap.csv,2628,7,960.7603516578674
16,10X_NCI_B_umitools_umap.csv,2630,8,1069.161766052246
16,10X_NCI_B_umitools_umap.csv,2630,7,957.7198700904846
16,10X_NCI_B_umitools_umap.csv,2630,7,1125.5561876296997
16,10X_NCI_B_umitools_umap.csv,2630,8,986.2253632545472
16,10X_NCI_B_umitools_umap.csv,2630,7,959.5133941173552
16,10X_NCI_B_umitools_umap.csv,2630,7,1136.4739899635315
16,10X_NCI_B_umitools_umap.csv,2630,8,1000.4270889759064
16,10X_NCI_B_umitools_umap.csv,2630,7,1375.7274851799011
16,10X_NCI_B_umitools_umap.csv,2630,8,1604.5349869728088
16,10X_NCI_B_umitools_umap.csv,2630,7,1899.7098543643951
16,10X_NCI_B_umitools_umap.csv,2630,7,1362.3141870498655
16,10X_NCI_B_umitools_umap.csv,2630,7,894.0268867015839
16,10X_NCI_B_umitools_umap.csv,2630,8,1067.667810678482
16,10X_NCI_B_umitools_umap.csv,2630,7,960.6933948993684
16,10X_NCI_B_umitools_umap.csv,2630,7,955.723396062851
16,10X_NCI_B_umitools_umap.csv,2630,8,1278.6058602333069
16,10X_NCI_B_umitools_umap.csv,2630,7,1464.1451437473297
16,10X_NCI_B_umitools_umap.csv,2630,7,895.5621917247772
16,10X_NCI_B_umitools_umap.csv,2630,7,1104.9245500564575
16,10X_NCI_B_umitools_umap.csv,2630,8,1431.4763581752777
16,10X_NCI_B_umitools_umap.csv,2630,8,2178.935895442962
16,10X_NCI_B_umitools_umap.csv,2630,7,1308.313322544098
16,10X_NCI_B_umitools_umap.csv,2630,8,1491.486831188202
16,10X_NCI_B_umitools_umap.csv,2630,8,1056.1864955425262
16,10X_NCI_B_umitools_umap.csv,2630,8,1061.1897869110107
16,10X_NCI_B_umitools_umap.csv,2630,7,967.6655507087708
16,10X_NCI_B_umitools_umap.csv,2630,7,901.2717142105104
16,10X_NCI_B_umitools_umap.csv,2630,8,987.9549272060394
16,10X_NCI_B_umitools_umap.csv,2630,8,1038.953985452652
16,10X_NCI_B_umitools_umap.csv,2630,7,1391.074732542038
25,10X_NCI_M_B_zumi_umap.csv,2805,7,1471.5294742584229
25,10X_NCI_M_B_zumi_umap.csv,2805,7,1307.677687168121
25,10X_NCI_M_B_zumi_umap.csv,2805,7,1466.18323636055
25,10X_NCI_M_B_zumi_umap.csv,2805,7,1259.1001148223877
25,10X_NCI_M_B_zumi_umap.csv,2805,7,1449.3599908351898
25,10X_NCI_M_B_zumi_umap.csv,2805,8,1631.3976187705994
25,10X_NCI_M_B_zumi_umap.csv,2805,8,1549.7359566688538
25,10X_NCI_M_B_zumi_umap.csv,2805,7,1027.646166563034
25,10X_NCI_M_B_zumi_umap.csv,2805,7,957.0566720962524
25,10X_NCI_M_B_zumi_umap.csv,2805,7,971.155816078186
25,10X_NCI_M_B_zumi_umap.csv,2805,7,953.9130721092224
25,10X_NCI_M_B_zumi_umap.csv,2805,7,1455.8223116397858
25,10X_NCI_M_B_zumi_umap.csv,2805,7,1585.5647094249723
25,10X_NCI_M_B_zumi_umap.csv,2805,7,957.8287189006804
25,10X_NCI_M_B_zumi_umap.csv,2805,7,1301.7386527061462
25,10X_NCI_M_B_zumi_umap.csv,2805,7,1029.8693346977234
25,10X_NCI_M_B_zumi_umap.csv,2805,7,1460.5107991695404
25,10X_NCI_M_B_zumi_umap.csv,2805,7,1228.4443821907043
25,10X_NCI_M_B_zumi_umap.csv,2805,7,1022.3736689090728
25,10X_NCI_M_B_zumi_umap.csv,2805,7,1449.2259662151337
25,10X_NCI_M_B_zumi_umap.csv,2805,8,1566.725100517273
25,10X_NCI_M_B_zumi_umap.csv,2805,7,1465.917627811432
25,10X_NCI_M_B_zumi_umap.csv,2805,7,1328.8656964302063
25,10X_NCI_M_B_zumi_umap.csv,2805,7,1175.3781509399414
25,10X_NCI_M_B_zumi_umap.csv,2805,7,1216.895893573761
25,10X_NCI_M_B_zumi_umap.csv,2805,7,1425.9278388023376
25,10X_NCI_M_B_zumi_umap.csv,2805,8,1739.6574609279633
25,10X_NCI_M_B_zumi_umap.csv,2805,7,1437.4671013355255
25,10X_NCI_M_B_zumi_umap.csv,2805,7,1003.0554630756378
25,10X_NCI_M_B_zumi_umap.csv,2805,8,1587.6719143390656
5,10X_LLU_A_zumi_umap.csv,2825,8,1139.8914306163788
3,10X_LLU_A_cellranger3.1_umap.csv,2825,7,1029.619523525238
5,10X_LLU_A_zumi_umap.csv,2825,7,1025.202044963837
3,10X_LLU_A_cellranger3.1_umap.csv,2825,7,1025.636871099472
5,10X_LLU_A_zumi_umap.csv,2825,7,1032.2512953281405
5,10X_LLU_A_zumi_umap.csv,2825,7,1030.3406097888949
5,10X_LLU_A_zumi_umap.csv,2825,7,1033.239989280701
3,10X_LLU_A_cellranger3.1_umap.csv,2825,7,1022.4672148227692
5,10X_LLU_A_zumi_umap.csv,2825,7,1036.7116084098816
5,10X_LLU_A_zumi_umap.csv,2825,7,958.9811882972716
3,10X_LLU_A_cellranger3.1_umap.csv,2825,7,959.252081155777
3,10X_LLU_A_cellranger3.1_umap.csv,2825,7,957.9523587226868
5,10X_LLU_A_zumi_umap.csv,2825,7,954.766365289688
5,10X_LLU_A_zumi_umap.csv,2825,7,1033.4008340835571
3,10X_LLU_A_cellranger3.1_umap.csv,2825,8,1134.447483778
3,10X_LLU_A_cellranger3.1_umap.csv,2825,7,1022.5995409488678
5,10X_LLU_A_zumi_umap.csv,2825,7,1004.9975941181184
3,10X_LLU_A_cellranger3.1_umap.csv,2825,7,1372.0431444644928
5,10X_LLU_A_zumi_umap.csv,2825,7,1029.294341802597
3,10X_LLU_A_cellranger3.1_umap.csv,2825,7,1033.4973089694977
3,10X_LLU_A_cellranger3.1_umap.csv,2825,7,1033.565015077591
5,10X_LLU_A_zumi_umap.csv,2825,8,1143.9947283267977
5,10X_LLU_A_zumi_umap.csv,2825,7,966.425226211548
3,10X_LLU_A_cellranger3.1_umap.csv,2825,7,970.4309861660004
3,10X_LLU_A_cellranger3.1_umap.csv,2825,7,1021.8462519645692
3,10X_LLU_A_cellranger3.1_umap.csv,2825,7,997.609836101532
3,10X_LLU_A_cellranger3.1_umap.csv,2825,7,962.9758639335632
5,10X_LLU_A_zumi_umap.csv,2825,7,963.4046919345856
5,10X_LLU_A_zumi_umap.csv,2825,7,1035.8935101032257
5,10X_LLU_A_zumi_umap.csv,2825,7,1020.2832763195038
3,10X_LLU_A_cellranger3.1_umap.csv,2825,7,1019.0061345100404
3,10X_LLU_A_cellranger3.1_umap.csv,2825,7,1023.8396332263948
3,10X_LLU_A_cellranger3.1_umap.csv,2825,7,1033.773119688034
5,10X_LLU_A_zumi_umap.csv,2825,7,1030.862779378891
5,10X_LLU_A_zumi_umap.csv,2825,7,1373.7263779640198
3,10X_LLU_A_cellranger3.1_umap.csv,2825,7,954.3711574077606
3,10X_LLU_A_cellranger3.1_umap.csv,2825,7,1035.6190905570984
3,10X_LLU_A_cellranger3.1_umap.csv,2825,7,1027.2412981987
5,10X_LLU_A_zumi_umap.csv,2825,7,951.8625264167786
3,10X_LLU_A_cellranger3.1_umap.csv,2825,7,911.4652180671692
5,10X_LLU_A_zumi_umap.csv,2825,7,912.6451995372772
3,10X_LLU_A_cellranger3.1_umap.csv,2825,7,1213.2146496772766
5,10X_LLU_A_zumi_umap.csv,2825,8,1352.4403579235077
5,10X_LLU_A_zumi_umap.csv,2825,8,1137.3633694648745
3,10X_LLU_A_cellranger3.1_umap.csv,2825,7,1022.7407619953156
3,10X_LLU_A_cellranger3.1_umap.csv,2825,7,977.535924911499
3,10X_LLU_A_cellranger3.1_umap.csv,2825,7,953.7394030094148
5,10X_LLU_A_zumi_umap.csv,2825,8,1136.8822042942047
5,10X_LLU_A_zumi_umap.csv,2825,8,1143.9264931678772
3,10X_LLU_A_cellranger3.1_umap.csv,2825,7,1032.941267490387
5,10X_LLU_A_zumi_umap.csv,2825,7,1168.9021666049955
5,10X_LLU_A_zumi_umap.csv,2825,7,955.3839859962465
5,10X_LLU_A_zumi_umap.csv,2825,7,1021.0785434246064
3,10X_LLU_A_cellranger3.1_umap.csv,2825,7,953.632744550705
3,10X_LLU_A_cellranger3.1_umap.csv,2825,7,1024.17076921463
3,10X_LLU_A_cellranger3.1_umap.csv,2825,7,1172.5974745750427
5,10X_LLU_A_zumi_umap.csv,2825,8,1086.1849896907806
5,10X_LLU_A_zumi_umap.csv,2825,8,1058.5038080215454
3,10X_LLU_A_cellranger3.1_umap.csv,2825,7,1033.701780796051
5,10X_LLU_A_zumi_umap.csv,2825,7,1041.164634227753
17,10X_NCI_B_zumi_umap.csv,2836,7,1039.537026643753
17,10X_NCI_B_zumi_umap.csv,2836,7,1222.9565184116364
17,10X_NCI_B_zumi_umap.csv,2836,7,1398.8494815826416
17,10X_NCI_B_zumi_umap.csv,2836,7,1170.5318973064425
17,10X_NCI_B_zumi_umap.csv,2836,7,981.421679019928
17,10X_NCI_B_zumi_umap.csv,2836,7,1040.4570083618164
17,10X_NCI_B_zumi_umap.csv,2836,7,959.6800973415376
17,10X_NCI_B_zumi_umap.csv,2836,7,1228.9175226688385
17,10X_NCI_B_zumi_umap.csv,2836,7,1597.8005936145782
17,10X_NCI_B_zumi_umap.csv,2836,7,1476.8020396232605
17,10X_NCI_B_zumi_umap.csv,2836,7,2126.6415178775787
17,10X_NCI_B_zumi_umap.csv,2836,8,1152.8335464000702
17,10X_NCI_B_zumi_umap.csv,2836,8,1149.2051327228546
17,10X_NCI_B_zumi_umap.csv,2836,7,1583.0479729175568
17,10X_NCI_B_zumi_umap.csv,2836,7,967.4905204772948
17,10X_NCI_B_zumi_umap.csv,2836,7,1030.5713307857511
17,10X_NCI_B_zumi_umap.csv,2836,8,1544.441036939621
17,10X_NCI_B_zumi_umap.csv,2836,7,1056.912858724594
17,10X_NCI_B_zumi_umap.csv,2836,7,1238.122219800949
17,10X_NCI_B_zumi_umap.csv,2836,8,1066.4427375793457
17,10X_NCI_B_zumi_umap.csv,2836,7,970.5812933444976
17,10X_NCI_B_zumi_umap.csv,2836,7,1454.4583296775818
17,10X_NCI_B_zumi_umap.csv,2836,7,1468.29949092865
17,10X_NCI_B_zumi_umap.csv,2836,7,1028.5326051712036
17,10X_NCI_B_zumi_umap.csv,2836,7,1035.5372536182404
17,10X_NCI_B_zumi_umap.csv,2836,7,961.692949295044
17,10X_NCI_B_zumi_umap.csv,2836,7,1011.9218394756316
17,10X_NCI_B_zumi_umap.csv,2836,7,1033.0621802806854
17,10X_NCI_B_zumi_umap.csv,2836,8,1142.6462848186493
17,10X_NCI_B_zumi_umap.csv,2836,7,2126.750612020493
23,10X_NCI_M_B_cellranger3.1_umap.csv,3046,8,1741.277860879898
23,10X_NCI_M_B_cellranger3.1_umap.csv,3046,8,1451.616720199585
23,10X_NCI_M_B_cellranger3.1_umap.csv,3046,8,1146.236775636673
23,10X_NCI_M_B_cellranger3.1_umap.csv,3046,8,1736.3297243118286
23,10X_NCI_M_B_cellranger3.1_umap.csv,3046,8,1150.1727600097656
23,10X_NCI_M_B_cellranger3.1_umap.csv,3046,8,1550.3060641288755
23,10X_NCI_M_B_cellranger3.1_umap.csv,3046,8,1712.5668909549713
23,10X_NCI_M_B_cellranger3.1_umap.csv,3046,8,1781.0669894218445
23,10X_NCI_M_B_cellranger3.1_umap.csv,3046,8,1862.4102523326876
23,10X_NCI_M_B_cellranger3.1_umap.csv,3046,8,1748.4398906230929
23,10X_NCI_M_B_cellranger3.1_umap.csv,3046,8,1741.029477596283
23,10X_NCI_M_B_cellranger3.1_umap.csv,3046,8,1715.5005378723145
23,10X_NCI_M_B_cellranger3.1_umap.csv,3046,8,1752.0772705078125
23,10X_NCI_M_B_cellranger3.1_umap.csv,3046,8,1733.8823552131653
23,10X_NCI_M_B_cellranger3.1_umap.csv,3046,7,1599.4388256072998
23,10X_NCI_M_B_cellranger3.1_umap.csv,3046,8,1164.6283195018768
23,10X_NCI_M_B_cellranger3.1_umap.csv,3046,7,1028.5391163825989
23,10X_NCI_M_B_cellranger3.1_umap.csv,3046,8,1688.100216627121
23,10X_NCI_M_B_cellranger3.1_umap.csv,3046,8,1718.204071521759
23,10X_NCI_M_B_cellranger3.1_umap.csv,3046,8,1240.6770408153534
23,10X_NCI_M_B_cellranger3.1_umap.csv,3046,8,1462.232257604599
23,10X_NCI_M_B_cellranger3.1_umap.csv,3046,8,2169.524600982666
23,10X_NCI_M_B_cellranger3.1_umap.csv,3046,8,1546.1216201782229
23,10X_NCI_M_B_cellranger3.1_umap.csv,3046,7,1397.9107370376587
23,10X_NCI_M_B_cellranger3.1_umap.csv,3046,8,1364.8014941215515
23,10X_NCI_M_B_cellranger3.1_umap.csv,3046,7,1085.6527721881866
23,10X_NCI_M_B_cellranger3.1_umap.csv,3046,8,1865.8023681640625
23,10X_NCI_M_B_cellranger3.1_umap.csv,3046,8,1394.6642796993256
23,10X_NCI_M_B_cellranger3.1_umap.csv,3046,8,1736.843722820282
23,10X_NCI_M_B_cellranger3.1_umap.csv,3046,8,1738.5888516902924
15,10X_NCI_B_cellranger3.1_umap.csv,3059,8,1749.1769196987152
15,10X_NCI_B_cellranger3.1_umap.csv,3059,7,2268.7850766181946
15,10X_NCI_B_cellranger3.1_umap.csv,3059,8,1727.2397961616516
15,10X_NCI_B_cellranger3.1_umap.csv,3059,8,1241.95827460289
15,10X_NCI_B_cellranger3.1_umap.csv,3059,8,1457.4904127120972
15,10X_NCI_B_cellranger3.1_umap.csv,3059,8,1239.4727399349213
15,10X_NCI_B_cellranger3.1_umap.csv,3059,8,1133.5320308208466
15,10X_NCI_B_cellranger3.1_umap.csv,3059,8,1144.925040960312
15,10X_NCI_B_cellranger3.1_umap.csv,3059,8,1236.4002478122711
15,10X_NCI_B_cellranger3.1_umap.csv,3059,8,1711.6584255695343
15,10X_NCI_B_cellranger3.1_umap.csv,3059,7,1584.8367156982422
15,10X_NCI_B_cellranger3.1_umap.csv,3059,8,1250.1034457683563
15,10X_NCI_B_cellranger3.1_umap.csv,3059,8,1242.7905921936035
15,10X_NCI_B_cellranger3.1_umap.csv,3059,8,1159.9415321350098
15,10X_NCI_B_cellranger3.1_umap.csv,3059,8,2398.303918123245
15,10X_NCI_B_cellranger3.1_umap.csv,3059,8,1133.8756852149963
15,10X_NCI_B_cellranger3.1_umap.csv,3059,8,1204.6297144889832
15,10X_NCI_B_cellranger3.1_umap.csv,3059,8,1895.0313687324524
15,10X_NCI_B_cellranger3.1_umap.csv,3059,8,1239.731266260147
15,10X_NCI_B_cellranger3.1_umap.csv,3059,8,1398.5810160636902
15,10X_NCI_B_cellranger3.1_umap.csv,3059,8,1238.6983218193054
15,10X_NCI_B_cellranger3.1_umap.csv,3059,8,1392.423148393631
15,10X_NCI_B_cellranger3.1_umap.csv,3059,8,1883.033036708832
15,10X_NCI_B_cellranger3.1_umap.csv,3059,8,1143.3326723575592
15,10X_NCI_B_cellranger3.1_umap.csv,3059,8,1241.3241608142853
15,10X_NCI_B_cellranger3.1_umap.csv,3059,8,1653.4155492782593
15,10X_NCI_B_cellranger3.1_umap.csv,3059,8,1233.6777324676514
15,10X_NCI_B_cellranger3.1_umap.csv,3059,8,1162.6209309101105
15,10X_NCI_B_cellranger3.1_umap.csv,3059,8,1654.3947269916534
15,10X_NCI_B_cellranger3.1_umap.csv,3059,8,1451.661006450653
20,10X_NCI_M_A_umitools_umap.csv,5339,9,2294.8044497966766
20,10X_NCI_M_A_umitools_umap.csv,5339,9,2165.816373825073
20,10X_NCI_M_A_umitools_umap.csv,5339,9,2684.880253791809
20,10X_NCI_M_A_umitools_umap.csv,5339,10,3604.5518708229065
20,10X_NCI_M_A_umitools_umap.csv,5339,9,2176.942651987076
20,10X_NCI_M_A_umitools_umap.csv,5339,9,2188.94952750206
20,10X_NCI_M_A_umitools_umap.csv,5339,9,4656.270932674408
20,10X_NCI_M_A_umitools_umap.csv,5339,9,3537.542729139328
20,10X_NCI_M_A_umitools_umap.csv,5339,9,3297.601008415222
20,10X_NCI_M_A_umitools_umap.csv,5339,10,2991.4150812625885
20,10X_NCI_M_A_umitools_umap.csv,5339,9,2762.880181312561
20,10X_NCI_M_A_umitools_umap.csv,5339,10,5149.99738740921
20,10X_NCI_M_A_umitools_umap.csv,5339,9,2727.576139450073
20,10X_NCI_M_A_umitools_umap.csv,5339,9,2346.0840117931366
20,10X_NCI_M_A_umitools_umap.csv,5339,9,2662.74157166481
20,10X_NCI_M_A_umitools_umap.csv,5339,9,2161.8199582099915
20,10X_NCI_M_A_umitools_umap.csv,5339,9,3527.139403104782
20,10X_NCI_M_A_umitools_umap.csv,5339,9,3290.8266067504883
20,10X_NCI_M_A_umitools_umap.csv,5339,9,2352.501653432846
20,10X_NCI_M_A_umitools_umap.csv,5339,9,2172.9995019435883
20,10X_NCI_M_A_umitools_umap.csv,5339,10,3433.251680612564
20,10X_NCI_M_A_umitools_umap.csv,5339,9,2779.8547234535217
20,10X_NCI_M_A_umitools_umap.csv,5339,9,2216.779336452484
20,10X_NCI_M_A_umitools_umap.csv,5339,10,3392.702532768249
20,10X_NCI_M_A_umitools_umap.csv,5339,9,2523.9516344070435
20,10X_NCI_M_A_umitools_umap.csv,5339,9,3174.8934247493744
20,10X_NCI_M_A_umitools_umap.csv,5339,9,2521.651164293289
20,10X_NCI_M_A_umitools_umap.csv,5339,9,2349.346647262573
20,10X_NCI_M_A_umitools_umap.csv,5339,9,2185.775759458542
20,10X_NCI_M_A_umitools_umap.csv,5339,9,2588.146847963333
12,10X_NCI_A_umitools_umap.csv,5344,9,2179.021919965744
12,10X_NCI_A_umitools_umap.csv,5344,8,2098.001984834671
12,10X_NCI_A_umitools_umap.csv,5344,9,2284.36012840271
12,10X_NCI_A_umitools_umap.csv,5344,9,2179.558361530304
12,10X_NCI_A_umitools_umap.csv,5344,9,2647.8044288158417
12,10X_NCI_A_umitools_umap.csv,5344,9,2369.458574295044
12,10X_NCI_A_umitools_umap.csv,5344,9,2365.2049860954285
12,10X_NCI_A_umitools_umap.csv,5344,9,2366.3781588077545
12,10X_NCI_A_umitools_umap.csv,5344,9,2380.503580093384
12,10X_NCI_A_umitools_umap.csv,5344,9,2375.4056327342987
12,10X_NCI_A_umitools_umap.csv,5344,9,2364.667828321457
12,10X_NCI_A_umitools_umap.csv,5344,9,2358.2230076789856
