,Algorithms,Num_cluster,Baseline entropy,Entropy after clustering,Sil,NMI,ARI
0,PhenoGraph,104,89.03059972188093,3.732047878839538,0.301574416020265,0.09565800455634227,0.009581631722631408
1,MOGA,104,89.03059972188093,3.790738373025752,0.2973382060058369,0.09200788332459754,0.011183294463573943
2,Kmeans,104,89.03059972188093,3.733156732486477,0.3669828175223216,0.09349050307612394,0.008857727645304875
