,Algorithms,Num_cluster,Baseline entropy,Entropy after clustering,Sil,NMI,ARI
0,PhenoGraph,106,89.03059972188093,3.7398322572396587,0.28733238346527795,0.09391953328962112,0.009194332646231236
1,MOGA,106,89.03059972188093,3.8145575000179983,0.26445579698753385,0.09276410476870404,0.01285562365556351
2,Kmeans,106,89.03059972188093,3.7331738055740438,0.36698270309499215,0.09308732903802547,0.008570062123735176
