,Algorithms,Num_cluster,Baseline entropy,Entropy after clustering,Sil,NMI,ARI
0,PhenoGraph,99,89.03059972188093,3.7528169790083816,0.2880253890774051,0.0935302876271664,0.009465033245553376
1,MOGA,99,89.03059972188093,3.794229292379126,0.31133756117267397,0.09057767933142581,0.01076072629109539
2,Kmeans,99,89.03059972188093,3.7473504877186645,0.36423521275930704,0.09350775904700037,0.008758827200250719
