,instance #,labels #,moea-time,soea-time,moea-sil,moea-ARI,moea-NMI,soea-sil,soea-ARI,soea-NMI,kmeans-sil,kmeasn-ARI,kmeans-NMI,phe-sil,phe-ARI,phe-NMI
0,234159,3,2365.373,1854.780,0.448,0.282,0.345,0.462,0.320,0.361,0.463,0.322,0.367,0.341,0.021,0.228
