,instance #,labels #,moea-time,soea-time,moea-sil,moea-ARI,moea-NMI,soea-sil,soea-ARI,soea-NMI,kmeans-sil,kmeasn-ARI,kmeans-NMI,phe-sil,phe-ARI,phe-NMI
0,234159,2,1942.960,1483.232,0.407,0.453,0.360,0.414,0.402,0.326,0.414,0.403,0.328,0.333,0.016,0.178
