,instance #,labels #,moea-time,soea-time,moea-sil,moea-ARI,moea-NMI,soea-sil,soea-ARI,soea-NMI,kmeans-sil,kmeasn-ARI,kmeans-NMI,phe-sil,phe-ARI,phe-NMI
0,234159,34,15099.619,13113.024,0.447,0.207,0.446,0.425,0.203,0.432,0.449,0.207,0.442,0.343,0.136,0.459
