,instance #,labels #,moea-time,soea-time,moea-sil,moea-ARI,moea-NMI,soea-sil,soea-ARI,soea-NMI,kmeans-sil,kmeasn-ARI,kmeans-NMI,phe-sil,phe-ARI,phe-NMI
0,234159,7,4100.665,3394.167,0.553,0.113,0.248,0.555,0.109,0.243,0.556,0.111,0.246,0.335,0.026,0.299
