,instance #,labels #,moea-time,soea-time,moea-sil,moea-ARI,moea-NMI,soea-sil,soea-ARI,soea-NMI,kmeans-sil,kmeasn-ARI,kmeans-NMI,phe-sil,phe-ARI,phe-NMI
0,234159,2,1949.007,1489.368,0.409,0.002,0.001,0.414,-0.000,0.000,0.414,-0.000,0.000,0.341,0.004,0.066
