,Unnamed: 0,Instance #,Cluster #,mo-time
0,0.0,571.0,4.0,54.93333081404368
1,1.0,553.0,4.9,54.30295645395915
2,2.0,2505.0,6.9,90.89118660291037
3,3.0,2825.0,7.066666666666666,96.88435505231222
4,4.0,2476.0,7.1,91.26814804871877
5,5.0,2825.0,7.133333333333334,99.01486933231354
6,6.0,1211.0,5.8,66.44538399378459
7,7.0,1327.0,5.6,68.06725538571676
8,8.0,1184.0,5.533333333333333,65.09525283177693
9,9.0,1207.0,5.5,65.54642830689748
10,10.0,5355.0,8.733333333333333,157.61150329907736
11,11.0,6050.0,9.766666666666667,185.58069254557293
12,12.0,5344.0,8.9,160.42000137964885
13,13.0,5385.0,8.733333333333333,159.85528844197592
14,14.0,2585.0,6.966666666666667,92.45757406552633
15,15.0,3059.0,7.866666666666666,105.45636297067007
16,16.0,2630.0,7.2,95.00699501037597
17,17.0,2836.0,7.233333333333333,97.82403726577759
18,18.0,5354.0,8.433333333333334,154.77598807811736
19,19.0,6097.0,9.366666666666667,181.87134799957275
20,20.0,5339.0,9.066666666666666,161.27442553043366
21,21.0,5416.0,8.6,158.25758024056753
22,22.0,2589.0,7.0,93.28763274351756
23,23.0,3046.0,7.933333333333334,105.5671581029892
24,24.0,2628.0,6.833333333333333,93.27401916980743
25,25.0,2805.0,7.366666666666666,98.2600865205129
26,26.0,197.0,3.0,47.9693429072698
27,27.0,195.0,3.1,49.76562325954437
28,28.0,197.0,3.0,50.09671853383382
29,29.0,231.0,3.533333333333333,50.17812738418579
30,30.0,224.0,3.533333333333333,50.4142613808314
31,31.0,231.0,3.533333333333333,50.315365767478944
32,32.0,70.0,3.0,50.06795199712118
33,33.0,72.0,3.0,49.11866494814555
34,34.0,71.0,3.0,50.013684423764545
35,35.0,59.0,3.0,49.20734222730001
36,36.0,60.0,3.0,50.19416672388713
37,37.0,60.0,3.0,46.32397867043813
38,38.0,568.0,4.533333333333333,54.41548563639323
39,39.0,570.0,4.533333333333333,54.10001453558604
40,40.0,563.0,4.566666666666666,54.39159478346507
41,41.0,547.0,4.0,54.26707127888997
42,42.0,551.0,4.333333333333333,54.27458781401317
43,43.0,548.0,4.166666666666667,54.20231925646464
44,44.0,570.0,4.033333333333333,53.96413238843282
45,45.0,569.0,4.533333333333333,54.38565578460693
46,46.0,550.0,4.066666666666666,54.1380482673645
47,47.0,549.0,4.7,54.5116553068161
